controller,scenario,pc1,pc2,action,abs_action
FLC,multisine_frequency_probe,1.2143472713963945,0.1205281132947688,0.6929330823484134,0.6929330823484134
FLC,multisine_frequency_probe,0.9227211370575902,0.04886271150337305,0.5929330823484135,0.5929330823484135
FLC,multisine_frequency_probe,0.5906698719298822,-0.014122554953340452,0.4929330823484135,0.4929330823484135
FLC,multisine_frequency_probe,0.21913079793824436,-0.06716749222939072,0.3929330823484135,0.3929330823484135
FLC,multisine_frequency_probe,-0.19070606579694402,-0.10909828859067637,0.2929330823484135,0.2929330823484135
FLC,multisine_frequency_probe,-0.6374947295107927,-0.13884371869113465,0.1929330823484135,0.1929330823484135
FLC,multisine_frequency_probe,-1.1157875546336424,-0.1491435310588208,0.099456139270225,0.099456139270225
FLC,multisine_frequency_probe,-1.5929580756422381,-0.09139473519599683,0.061888682782538,0.061888682782538
FLC,multisine_frequency_probe,-2.080897837303997,0.008466728438683433,0.0528564841826023,0.0528564841826023
FLC,multisine_frequency_probe,-2.5864681251631825,0.1318132105143621,0.0528564841826023,0.0528564841826023
FLC,multisine_frequency_probe,-3.1125684394719997,0.269758733689082,0.0528564841826023,0.0528564841826023
FLC,multisine_frequency_probe,-3.65559549286141,0.4220757057980905,0.0528564841826023,0.0528564841826023
FLC,parameter_randomization_drills,1.4564180373582842,0.16288337657654237,0.8,0.8
FLC,parameter_randomization_drills,1.66018201351907,0.16933282421149679,0.8,0.8
FLC,parameter_randomization_drills,1.7789439462570695,0.16769006640721948,0.8,0.8
FLC,parameter_randomization_drills,1.8240210402104562,0.16239522297528838,0.8,0.8
FLC,parameter_randomization_drills,1.807963057497852,0.1571304115008901,0.8,0.8
FLC,parameter_randomization_drills,1.739397882945702,0.1546081643281372,0.8,0.8
FLC,parameter_randomization_drills,1.620544130985422,0.15013978184273144,0.7930358894833144,0.7930358894833144
FLC,parameter_randomization_drills,1.4600739146827282,0.151773366968047,0.7857967416365227,0.7857967416365227
FLC,parameter_randomization_drills,1.2042036389063573,0.07183969447696502,0.6863726161290026,0.6863726161290026
FLC,parameter_randomization_drills,0.9050644892072736,0.00023130724976009313,0.5863726161290026,0.5863726161290026
FLC,parameter_randomization_drills,0.563292762461893,-0.061052213654018875,0.4863726161290026,0.4863726161290026
FLC,parameter_randomization_drills,0.17968470942866818,-0.11060054582014436,0.3863726161290026,0.3863726161290026
FLC,parameter_randomization_drills,-0.2447364432099928,-0.14708284030672852,0.2863726161290026,0.2863726161290026
FLC,parameter_randomization_drills,-0.7087339517008753,-0.16932440766550166,0.1863726161290026,0.1863726161290026
FLC,parameter_randomization_drills,-1.1916570221545664,-0.14581874555857954,0.1178633326013645,0.1178633326013645
FLC,parameter_randomization_drills,-1.6792927945517042,-0.05976691767506811,0.0973598592917385,0.0973598592917385
FLC,parameter_randomization_drills,-2.184671476769263,0.06086991817877387,0.095541377834302,0.095541377834302
FLC,parameter_randomization_drills,-2.7133950207991524,0.19985967122058781,0.095541377834302,0.095541377834302
FLC,parameter_randomization_drills,-3.2643896383384035,0.3551415717826777,0.095541377834302,0.095541377834302
FLC,prbs_excitation_probe,1.5222629133514576,1.0694724175175487,0.8,0.8
FLC,prbs_excitation_probe,1.6977102325458082,1.0977408689613732,0.8,0.8
FLC,prbs_excitation_probe,1.6545998424334778,-0.6938232130708138,0.8,0.8
FLC,prbs_excitation_probe,1.924136682273613,1.1896427957676508,0.9,0.9
FLC,prbs_excitation_probe,1.7609797388698953,-0.6068548734450981,0.9,0.9
FLC,prbs_excitation_probe,1.8013118724551491,-0.5350934553975222,1.0,1.0
FLC,prbs_excitation_probe,1.7473460828905836,-0.5577754372975199,1.0,1.0
FLC,prbs_excitation_probe,1.6594319775170647,-0.5773431392507299,1.0,1.0
FLC,prbs_excitation_probe,1.5402934668265238,-0.5929546961595199,1.0,1.0
FLC,prbs_excitation_probe,1.3923340405351297,-0.6038735251562439,1.0,1.0
FLC,prbs_excitation_probe,1.3438052295214273,1.1906175672941344,0.988000117335953,0.988000117335953
FLC,prbs_excitation_probe,0.8943736068083661,-0.6764062030266843,0.8880001173359531,0.8880001173359531
FLC,prbs_excitation_probe,0.7814856372068726,1.1192590235673199,0.8644794658815776,0.8644794658815776
FLC,prbs_excitation_probe,0.2747544180804466,-0.7339468442925796,0.7644794658815777,0.7644794658815777
FLC,prbs_excitation_probe,-0.07496694993494527,-0.8086291631235526,0.6644794658815777,0.6644794658815777
FLC,prbs_excitation_probe,-0.3206558344018897,0.9373542995025078,0.5644794658815777,0.5644794658815777
FLC,prbs_excitation_probe,-0.7833280935044503,0.9225712190898697,0.4644794658815777,0.4644794658815777
FLC,prbs_excitation_probe,-1.2686593820627778,0.9279270935755062,0.3743795928853535,0.3743795928853535
FLC,prbs_excitation_probe,-1.7460370067859858,1.0025279621758318,0.3442538280887169,0.3442538280887169
FLC,prbs_excitation_probe,-2.3642700929242926,-0.6983572670646888,0.3392585161616012,0.3392585161616012
FLC,prbs_excitation_probe,-2.6798867177502457,1.199835373024161,0.3392585161616012,0.3392585161616012
FLC,prbs_excitation_probe,-3.331358918036818,-0.47188782522241546,0.3392585161616012,0.3392585161616012
FLC,prbs_excitation_probe,-3.814594884966468,-0.36138317261505043,0.3392585161616012,0.3392585161616012
FLC,steady_state_efficiency_probe,1.4554568089868198,0.16362403764832906,0.8,0.8
FLC,steady_state_efficiency_probe,1.657609314054268,0.1713151817859848,0.8,0.8
FLC,steady_state_efficiency_probe,1.77475977569893,0.17091412048440877,0.8,0.8
FLC,steady_state_efficiency_probe,1.818734284167402,0.16646885887011537,0.8,0.8
FLC,steady_state_efficiency_probe,1.8024557843578146,0.16137396375924465,0.8,0.8
FLC,steady_state_efficiency_probe,1.734834875323515,0.15812412600420714,0.8,0.8
FLC,steady_state_efficiency_probe,1.6189399017641017,0.15283537939448452,0.7940372668974592,0.7940372668974592
FLC,steady_state_efficiency_probe,1.4638860256609805,0.15369135620871544,0.7890771881903064,0.7890771881903064
FLC,steady_state_efficiency_probe,1.215936782958899,0.0723748928967029,0.6927167629238788,0.6927167629238788
FLC,steady_state_efficiency_probe,0.9251615462137466,-0.005135205094140672,0.5927167629238789,0.5927167629238789
FLC,steady_state_efficiency_probe,0.5940964485312586,-0.07405303265940222,0.4927167629238789,0.4927167629238789
FLC,steady_state_efficiency_probe,0.22369394176570742,-0.13313103868611403,0.3927167629238789,0.3927167629238789
FLC,steady_state_efficiency_probe,-0.1848630302179565,-0.1811905768247654,0.2927167629238789,0.2927167629238789
